,Retail_Product_Level1Name,Retail_Product_Color,Retail_Product_Size,Retail_Product_Style,Retail_Product_Name,Retail_Product_SKU,Retail_SOHQTY,Retail_CCQTY,_merge,Diff,Unders
1258,VESTUARIO,BEGE,42,SOUTIEN / TOP,SOUTIEN  C9 PRD ELLA BORBOLETA LISO BEGE,9380880004,1,0,left_only,-1,1
1259,VESTUARIO,PRETO,M,SHORT DOLL,SHORT DOLL SEM MANGA CJ ELLA LISO PRETO,9649150003,3,3,both,0,0
1260,VESTUARIO,JEANS,56,CALÇA JEANS PLUS,CALCA JEANS PS MSA BARRA ITALIANA 3184 J,9632970006,1,1,both,0,0
1261,VESTUARIO,JEANS,46,CALÇA JEANS,CALCA CM MSA INK LAVAGEM COM USED E DIRT,9440760001,1,1,both,0,0
1262,VESTUARIO,JEANS,38,BOTTOM  JOVEM,CALCA  CRN EVT JNS PRD INK RECORTE USED,9578470002,1,0,left_only,-1,1
1263,VESTUARIO,BRANCO,G,SOUTIEN / TOP,SOUTIEN APP TRS 1 2 DAILY REF C04935 BRA,6541070003,3,0,left_only,-3,3
1264,VESTUARIO,LILAS,GG,KIT CALCINHA,CALCINHA CR PRD ELLA FLORZINHA 2 ESTAMPA,9388960008,1,1,both,0,0
1265,VESTUARIO,JEANS,44,BOTTOM CURTO JEANS,SHORT JEANS INK LISO JEANS 44 JEANS CLAR,9575890006,2,2,both,0,0
1266,VESTUARIO,JEANS,40,CALÇA JEANS,CALCA JEANS CRN MSA INK SUPER STONE   US,9486270003,2,0,left_only,-2,2
1267,BELEZA,OTHER,OTHER,PÓ COMPACTO ROSTO,PO COMPACTO  WL VULT VULT PO COMP MATIF,9032090000,2,2,both,0,0
1268,VESTUARIO,VERDE,38,BOTTOM CURTO SARJA,SHORT   INK LISO 07FE00754 VERDE 38 VERD,9585500010,2,1,both,-1,1
1269,VESTUARIO,JEANS,36,CALÇA JEANS,CALCA JEANS CF MSA INK USED TANK LISO 01,9579540001,2,1,both,-1,1
1270,VESTUARIO,JEANS,48,CALÇA JEANS,CALCA CM MSA INK lavagem com stone e use,9440960001,1,0,left_only,-1,1
1271,VESTUARIO,JEANS,40,CALÇA JEANS,CALCA  JV MSA INK USED TANK ESMERIL BARR,9415790004,2,0,left_only,-2,2
1272,VESTUARIO,ROSA,G,KIT CALCINHA,2 CALCINHAS BIQUINI CR SLO ELLA ESTAMPAD,9657140001,3,3,both,0,0
1273,VESTUARIO,JEANS,40,BERMUDA JOVEM,BERMUDA JEANS EVT PAIS  INK LISO 02MA006,9571220004,2,0,left_only,-2,2
1274,VESTUARIO,BEGE,44,SOUTIEN / TOP,SOUTIEN CR MSA ELLA LISO BEGE 44 BEGE CL,9669540002,3,3,both,0,0
1275,VESTUARIO,CINZA,P,SHORT DOLL,SHORT DOLL MANGA CURTA CR SLO ELLA ESTAM,9581380003,3,4,both,1,0
1276,VESTUARIO,PRETO,P,KIT CALCINHA,CALCINHA CJ ELLA BRANCO E PRETO LISO P P,9339230004,2,2,both,0,0
1277,VESTUARIO,AZUL,P,SHORT DOLL,SHORT DOLL MANGA CURTA JV CN PRD DISNEY,9589310004,1,1,both,0,0
1278,VESTUARIO,JEANS,40,CALÇA JEANS,CALCA JEANS JV PRD INK MARMORIZADO RASGO,9412590004,1,0,left_only,-1,1
1279,VESTUARIO,PRETO,46,CALÇA SARJA,CALCA CM MSA  INK PTO EMP SLIM 5 POCKETS,9440720006,2,0,left_only,-2,2
1280,VESTUARIO,PRETO,M,SOUTIEN / TOP,SOUTIEN APP TRS 1 2 DAILY REF C04935 PRE,6541060002,1,1,both,0,0
1281,VESTUARIO,ROXO,50,SOUTIEN / TOP,SOUTIEN TRS COTTON SECRET ORQUIDEA REF 6,9362450006,5,4,both,-1,1
1282,VESTUARIO,BEGE,M,CALCINHA / BOTTOM,CALCINHA  SLO ELLA CHAMPAGNE LISO BEGE M,9637520003,6,1,both,-5,5
1283,VESTUARIO,JEANS,38,TOP,TOP SEM MANGA CY SAW EVT LAN MARCA DE TE,9703600002,2,0,left_only,-2,2
1284,VESTUARIO,JEANS,44,BOTTOM CURTO JEANS,SHORT JEANS CRN PRD INK ELASTICO NO COS,9480120002,3,3,both,0,0
1285,VESTUARIO,PRETO,G,KIT CALCINHA,2 CALCINHAS MFB CJ SLO HANK PANK FIOI RO,9644110006,2,2,both,0,0
1286,VESTUARIO,JEANS,50,CALÇA JEANS,CALCA JEANS CRN MSA INK AMACIADAUSED LIS,9578050007,1,0,left_only,-1,1
1287,VESTUARIO,JEANS,36,BOTTOM CURTO JEANS,SHORT JEANS INK LISO JEANS 36 JEANS MEDI,9575900002,1,1,both,0,0
1288,VESTUARIO,ROSA,M,CALCINHA / BOTTOM,3 CALCINHAS APP TRS MFB REF 51509 K152 B,7199900002,3,3,both,0,0
1289,VESTUARIO,JEANS,56,TOP PLUS,BLUSA MANGA CURTA JEANS PS PRD INK MANGA,9422240006,2,1,both,-1,1
1290,VESTUARIO,VERMELHO,P,CALCINHA / BOTTOM,CALCINHA APP SNS SLO BIQUINI RENDA VERME,8222150001,4,3,both,-1,1
1291,VESTUARIO,MARROM,UNICO,ÓCULOS INF ACETATO,OCULOS INFA FEM ACETATO MARROM REDONDO M,9631930001,1,1,both,0,0
1292,VESTUARIO,JEANS,40,CALÇA JEANS,CALCA JEANS CRN PRD INK USED TANK SKY RA,9479720003,1,1,both,0,0
1293,ELETRO-ELETRONICOS,OTHER,OTHER,KIT FEMININO DOURADO,RELOGIO MONDAINE FEM DOURADO KIT COLAR B,9522100000,1,1,both,0,0
1294,VESTUARIO,MARROM,12,BERMUDA,BERMUDA C8 JUVO PRD INK CHINO LISO NVE80,9484090005,3,3,both,0,0
1295,VESTUARIO,JEANS,38,BOTTOM CURTO JEANS,BERMUDA JEANS CRN MSA INK 12 COXA GM LIS,9622500002,1,1,both,0,0
1296,VESTUARIO,VERDE,42,BOTTOM CURTO SARJA,SHORT JEANS CRN PRD INK COM FAIXA LISO 0,9480720004,1,1,both,0,0
1297,VESTUARIO,ROSA,GG,KIT CALCINHA,CALCINHA CR SLO ELLA ESTAMPADO ROSA GG R,9568840002,1,1,both,0,0
1298,VESTUARIO,JEANS,34,SAIA,SHORT JEANS JV MSA INK ELASTICO CINTURA,9592950001,1,0,left_only,-1,1
1299,VESTUARIO,JEANS,42,CALÇA JEANS,CALCA JEANS CRN MSA INK AMCIADAUSEDSTONE,9578060003,2,0,left_only,-2,2
1300,VESTUARIO,JEANS,40,CALÇA JEANS,CALCA JEANS CRN MSA INK AMCIADAUSEDSTONE,9578060002,2,0,left_only,-2,2
1301,VESTUARIO,JEANS,44,BOTTOM CURTO JEANS,SHORT JEANS CRN SLO INK BASICO AMACIADO,9384030006,3,0,left_only,-3,3
1302,VESTUARIO,BEGE,54,SOUTIEN / TOP,SOUTIEN TRS ALEGRETO  REF 61743 BEGE  DE,9263030002,1,1,both,0,0
1303,BELEZA,OTHER,OTHER,MASCARA,MASCARA MAQUIAGEM  WL VULT VULT MASC CIL,9032410000,1,0,left_only,-1,1
1304,VESTUARIO,JEANS,40,CALÇA JEANS,CALCA JEANS CRN MSA INK USED TANK RASGOS,9479580003,1,0,left_only,-1,1
1305,VESTUARIO,VINHO,54,SOUTIEN / TOP,SOUTIEN APP TRS OLIMPO BOURBON VINHO REF,8267980005,1,0,left_only,-1,1
1306,VESTUARIO,JEANS,42,CALÇA JEANS,CALCA JEANS MARCA DE TERCEIROS COM STRAS,9565990005,1,0,left_only,-1,1
1307,BELEZA,OTHER,OTHER,CORPORAIS,ALCOOL GEL PHYTODERM VANILLA KISS 1X60ML,9705260000,9,9,both,0,0
1308,BELEZA,OTHER,OTHER,HIDRATANTE MÃO E PÉ MURIEL,CREME HIDRATANTE DESODORANTE PROTETORA P,9484630000,3,2,both,-1,1
1309,BELEZA,OTHER,OTHER,PERFUME,DESODORANTE COLONIA FEMININA JEQUITI CAR,9465200000,3,2,both,-1,1
1310,VESTUARIO,JEANS,40,BOTTOM  JOVEM,CALCA JEANS CRN PRD INK CALCA SKINNY USE,9566290003,2,0,left_only,-2,2
1311,VESTUARIO,JEANS,38,TOP,BLUSA MANGA CURTA JEANS CRN PRD INK MANG,9420930002,2,0,left_only,-2,2
1312,VESTUARIO,VERMELHO,M,CALCINHA / BOTTOM,2 CALCINHAS APP TRS MEDIA MFB REF 50509,8323340004,12,5,both,-7,7
1313,VESTUARIO,JEANS,42,CALÇA JEANS,CALCA CM MSA INK lavagem com stone e use,9440960007,3,0,left_only,-3,3
1314,BELEZA,OTHER,OTHER,PERFUME,DESODORANTE COLONIA JEQUITI HELLO KITTY,9162880000,2,1,both,-1,1
1315,VESTUARIO,JEANS,42,CALÇA JEANS,CALCA JEANS CRN MSA INK VISTA ABOTOADA R,9415730007,2,0,left_only,-2,2
1316,VESTUARIO,PRETO,G,SHORT DOLL,SHORT DOLL SEM MANGA CJ SLO ELLA ESTAMPA,9648860001,2,2,both,0,0
1317,BELEZA,OTHER,OTHER,BASE LIQUIDA,VULT BAS LIQ MAT HIDRALURONIC Q075 26ML,9428600000,1,0,left_only,-1,1
1318,VESTUARIO,JEANS,42,INTEIRO,MACACAO SEM MANGA JEANS CRN PRD INK RASG,9480830003,1,1,both,0,0
1319,VESTUARIO,VERDE,44,BOTTOM CURTO SARJA,BERMUDA SARJA CRN SLO INK LISO VERDE 44,9623090004,1,0,left_only,-1,1
1320,VESTUARIO,PINK,M,KIT CALCINHA,CALCINHA JV CN SLO ELLA PATINHA ESTAMPAD,9456550003,2,2,both,0,0
1321,VESTUARIO,PRETO,GG,CALCINHA / BOTTOM,SHORT DOLL JV CN SLO DISNEY V ESTAMPADO,9297020002,1,1,both,0,0
1322,VESTUARIO,JEANS,44,BOTTOM CURTO JEANS,SHORT JEANS CRN SLO INK BASICO STONADO L,9383990006,3,0,left_only,-3,3
1323,VESTUARIO,VERDE,46,BERMUDA SARJA,BERMUDA SARJA CF PRD INK LISO VERDE 46 V,9569870005,3,0,left_only,-3,3
1324,VESTUARIO,PRETO,UNICO,ÓCULOS ACETATO,OCULOS MASC ACE PRETO MADEIRA QUADRADO F,9573770001,1,1,both,0,0
1325,VESTUARIO,JEANS,40,CALÇA JEANS,CALCA CM MSA INK LAVAGEM COM USED FILIGR,9440420004,1,0,left_only,-1,1
1326,VESTUARIO,PRETO,46,SOUTIEN / TOP,2 SOUTIENS TRS BASE C BOJO SEM ARO PTO,8831740003,2,2,both,0,0
1327,VESTUARIO,VERMELHO,34/39,MEIA CASUAL/ESPORTIVA,MEIA CP FCX MAIS ACESSORIOS SAPATILHA ES,9306270001,3,2,both,-1,1
1328,VESTUARIO,DOURADO,SEM TAMANHO,CONJUNTO,CJT DOURADO BRINCO E GARGANTILHA LIFE CJ,9427790001,1,0,left_only,-1,1
1329,VESTUARIO,ROSA,M,CALCINHA / BOTTOM,3 CALCINHAS APP TANGA TRS COTTON LISO RO,8554820002,2,2,both,0,0
1330,VESTUARIO,BEGE,G,CALCINHA / BOTTOM,BERMUDA TRS AF CONTROL REF CE1301 BEGE E,9368800002,3,3,both,0,0
1331,VESTUARIO,CINZA,34/39,MEIA CASUAL/ESPORTIVA,MEIA CP FCX MAIS ACESSORIOS SAPATILHA ES,9306110001,3,0,left_only,-3,3
1332,VESTUARIO,JEANS,36,CALÇA JEANS,CALCA JEANS CRN MSA INK FIVE POCKETS USE,9384170001,2,0,left_only,-2,2
1333,VESTUARIO,CINZA,M,SHORT DOLL,SHORT DOLL MANGA CURTA CR SLO ELLA ESTAM,9581380004,9,9,both,0,0
1334,VESTUARIO,ROXO,46,SOUTIEN / TOP,SOUTIEN TRS COTTON SECRET ORQUIDEA REF 6,9362450004,3,2,both,-1,1
1335,VESTUARIO,LILAS,46,SOUTIEN / TOP,2 SOUTIENS APP TRS BASE C  BJ SEM ARO RE,8546470003,2,2,both,0,0
1336,VESTUARIO,JEANS,36,INTEIRO,VESTIDO ABERTO COM CINTO CRN PRD 526405,9675240001,1,1,both,0,0
1337,VESTUARIO,CINZA,G,SHORT DOLL,SHORT DOLL SEM MANGA JV CN SLO ELLA GATI,9663450001,6,6,both,0,0
1338,VESTUARIO,ROSA,40,SOUTIEN / TOP,SOUTIEN BASE CJ MSA ELLA LISO ROSA 40 RO,9424680001,3,3,both,0,0
1339,VESTUARIO,PRETO,P,KIT CALCINHA,2 CALCINHAS BIQUINI COTTON C9 PRD CHOCOL,8542200002,1,1,both,0,0
1340,VESTUARIO,JEANS,40,CALÇA JEANS,CALCA JEANS EVT PAIS CRN MSA INK USED BI,9578190005,1,0,left_only,-1,1
1341,VESTUARIO,VERMELHO,GG,SHORT DOLL,SHORT DOLL SEM MANGA CJ ELLA LISO VERMEL,9673640002,2,2,both,0,0
1342,VESTUARIO,DOURADO,SEM TAMANHO,CONJUNTO,CONJUNTO DOURADO MEDALHA  COM ORACAO DE,9563690001,2,0,left_only,-2,2
1343,VESTUARIO,ROSA,46,BOTTOM CURTO SARJA,SHORT SARJA CRN PRD INK COM ELASTICO NA,9480710006,1,0,left_only,-1,1
1344,VESTUARIO,JEANS,38,BOTTOM CURTO JEANS,SHORT JEANS CRN PRD INK ELASTICO E AMARR,9480260003,4,1,both,-3,3
1345,BELEZA,OTHER,OTHER,KIT FEMININO,ESTOJO GIO ANTONELLI  3X25 ML   NM22,9656870000,4,4,both,0,0
1346,VESTUARIO,DOURADO,SEM TAMANHO,CONJUNTO,CJT DOURADO FE CJC00555 SEM TAMANHO DOUR,9440150001,0,0,left_only,0,0
1347,VESTUARIO,PRETO,M,KIT CALCINHA,2 CALCINHAS TG CALCA ALTA RENDA LATERAL,9664740004,4,3,both,-1,1
1348,VESTUARIO,CHOCOLATE,M,CALCINHA / BOTTOM,BERMUDA APP MODELADORA TRS REF C01810  A,7494940002,3,3,both,0,0
1349,BELEZA,OTHER,OTHER,PERFUME,COLONIA DESODORANTE FEMININA PATRICIA AB,8686910000,4,3,both,-1,1
1350,VESTUARIO,AMARELO,1,TOP/JAQUETA,TOP SEM MANGA C8 SLO INK BATINHA PPA COM,9633480003,2,2,both,0,0
1351,VESTUARIO,ROXO,P,KIT CALCINHA,2 CALCINHAS BIQUNI TG  RENDA LOLA ROXO P,9320330004,1,0,left_only,-1,1
1352,VESTUARIO,PRETO,44,SOUTIEN / TOP,SOUTIEN BASE CJ MSA ELLA BICOLOR LISO PR,9424780003,3,0,left_only,-3,3
1353,BELEZA,OTHER,OTHER,BATOM BASTÃO JEQUITI,JEQUITI AVIVA BATOM HIDRATANTE VERMELHO,8687870000,1,1,both,0,0
1354,VESTUARIO,AZUL,8,SHORT/SAIA,SHORT C8 PRD INFA  INK BOLSO CARPINTEIRO,9483620003,3,0,left_only,-3,3
1355,VESTUARIO,JEANS,8,TOP/JAQUETA,JAQUETA MANGA LONGA INFA C8 PRD INK STON,9483720003,2,1,both,-1,1
1356,VESTUARIO,BRANCO,P,CAMISOLA / ROBE,CAMISOLA MANGA CURTA JV CN PRD ELLA FIVE,9654600004,2,4,both,2,0
1357,VESTUARIO,JEANS,44,CALÇA JEANS,CALCA JEANS CRN MSA INK USED BIGODE BARR,9384570002,2,1,both,-1,1
1358,VESTUARIO,JEANS,38,CALÇA JEANS,CALCA JEANS  BIO MARCA DE TERCEIROS Jogg,9697910003,2,0,left_only,-2,2
1359,VESTUARIO,OFF WHITE,GG,SHORT DOLL,SHORT DOLL MANGA CURTA JV CN PRD DISNEY,9663460002,4,4,both,0,0
1360,VESTUARIO,BRANCO,M,CALCINHA / BOTTOM,3 CALCINHAS APP TRS MFB CORACAO BRC ROSA,8297000002,2,1,both,-1,1
1361,VESTUARIO,JEANS,52,BOTTOM CURTO JEANS PLUS,BERMUDA JEANS PS SLO INK USED LISO JEANS,9383830004,2,2,both,0,0
1362,VESTUARIO,JEANS,38,CALÇA JEANS,CALCA JEANS EVT CRN MSA INK VISTA ABOTOA,9415700005,3,0,left_only,-3,3
1363,VESTUARIO,JEANS,44,CALÇA JEANS,CALCA JEANS JV PRD INK USED TANK BARRA D,9479570006,2,2,both,0,0
1364,VESTUARIO,PRETO,UNICO,ÓCULOS ACETATO,OCULOS  C5 MAIS ACESSORIOS OCULOS FEM AC,9717500001,1,1,both,0,0
1365,VESTUARIO,BRANCO,40,SOUTIEN / TOP,SOUTIEN APP SNS SLO PUSH UP RENDA BRANCO,8222210001,2,0,left_only,-2,2
1366,BELEZA,OTHER,OTHER,CORPORAIS,DESODORANTE COL PHYTO SPLASH VANILLA KIS,9593990000,8,7,both,-1,1
1367,VESTUARIO,VERDE,40,BERMUDA SARJA,BERMUDA JEANS EVT PAIS  CRN PRD INK CATI,9578890006,1,0,left_only,-1,1
1368,BELEZA,OTHER,OTHER,BASE LIQUIDA,VULT BAS LIQ MAT HIDRALURONIC Q040 26ML,9428590000,2,2,both,0,0
1369,VESTUARIO,PRETO,44,BOTTOM CURTO SARJA,BERMUDA SARJA CRN MSA INK BARRA CHUVEIRI,9642850005,6,2,both,-4,4
1370,VESTUARIO,JEANS,44,CALÇA JEANS,CALCA JEANS CRN PRD INK USED TANK DETONA,9479640005,1,0,left_only,-1,1
1371,VESTUARIO,JEANS,44,CALÇA JEANS,CALCA CM MSA INK LAVAGEM COM USED BIGODE,9440490005,2,0,left_only,-2,2
1372,VESTUARIO,JEANS,44,CALÇA JEANS,CALCA JEANS CRN SLO INK BASICA STONE  LI,9383920006,2,2,both,0,0
1373,BELEZA,OTHER,OTHER,PERFUME,PERFUME  WA JEQUITI DESODORANTE COLONIA,9038060000,2,1,both,-1,1
1374,VESTUARIO,AZUL,46,BOTTOM CURTO SARJA PLUS,BERMUDA SARJA PS SLO INK ABERTURA BARRA,9383770001,2,2,both,0,0
1375,VESTUARIO,PRATA,SEM TAMANHO,CONJUNTO,CONJUNTO MAIS ACESSORIOS LTCJP 105 PRATA,9685370001,5,0,left_only,-5,5
1376,VESTUARIO,JEANS,44,CALÇA JEANS,CALCA JEANS  BIO MARCA DE TERCEIROS Skin,9697960001,1,0,left_only,-1,1
1377,VESTUARIO,PRETO,6,BERMUDA,BERMUDA C8 PRD INFO STONE   460 PRETO 6,9405710002,3,0,left_only,-3,3
1378,VESTUARIO,JEANS,48,BOTTOM CURTO JEANS PLUS,SHORT JEANS PS MSA INK USED BARRA VIRADA,9480990001,3,0,left_only,-3,3
1379,VESTUARIO,VERDE,M,CALCINHA / BOTTOM,BIQUINI CR SLO ELLA RENDA LISO VERDE M V,9647250001,2,2,both,0,0
1380,VESTUARIO,CHOCOLATE,G,CALCINHA / BOTTOM,BERMUDA SUS E APP COTTON CHOCOLATE REF B,3741470003,3,3,both,0,0
1381,VESTUARIO,MARROM,UNICO,ÓCULOS METAL,OCULOS  C5 MSA MAIS ACESSORIOS MET MASC,9683820001,1,1,both,0,0
1382,ELETRO-ELETRONICOS,OTHER,OTHER,KIT FEMININO PRATA,RELOGIO FEM LINCE PRATA KIT PULSEIRA ANA,9714010000,1,1,both,0,0
1383,VESTUARIO,BRANCO,GG,KIT CALCINHA,CALCINHA JV CN SLO ELLA CORACAO ESTAMPAD,9588750002,1,1,both,0,0
1384,VESTUARIO,JEANS,40,CALÇA JEANS,CALCA JEANS CRN MSA INK USED TANK RASGOS,9479620003,2,2,both,0,0
1385,VESTUARIO,PRETO,44,SOUTIEN / TOP,SOUTIEN CJ PRD ELLA LISO 41741 PRETO 44,9447180004,2,1,both,-1,1
1386,VESTUARIO,ROXO,M,CALCINHA / BOTTOM,3 CALCINHAS APP TRS  REF 51509 K163 ESTR,8566570003,2,0,left_only,-2,2
1387,VESTUARIO,VINHO,M,KIT CALCINHA,CALCINHA CJ SLO ELLA LISO VINHO M VINHO,9644090005,6,6,both,0,0
1388,VESTUARIO,JEANS,40,CALÇA JEANS,CALCA JEANS JV PRD INK RETA GANCHO LISO,9480010002,1,1,both,0,0
1389,VESTUARIO,JEANS,40,CALÇA JEANS,CALCA JEANS MARCA DE TERCEIROS COM STRAS,9565990004,1,0,left_only,-1,1
1390,VESTUARIO,ROSA,M,KIT CALCINHA,CALCINHA CR SLO ELLA ESTAMPADO ROSA M RO,9461780003,1,1,both,0,0
1391,VESTUARIO,JEANS,52,CALÇA JEANS PLUS,CALCA  PS PRD INK USED TANK PUIDOS LISO,9481150004,1,1,both,0,0
1392,BELEZA,OTHER,OTHER,MASCARA,MASCARA CAPILAR  WB VULT SIAGE MASC CAP,9033010000,1,1,both,0,0
1393,VESTUARIO,JEANS,44,BERMUDA JOVEM,BERMUDA JEANS INK LISO 02ma00656 JEANS 4,9571210005,1,0,left_only,-1,1
1394,VESTUARIO,PRETO,M,KIT CALCINHA,CALC TG KIT P1 2X1  POA PTO LIV C7 M PRE,8516930002,4,3,both,-1,1
1395,VESTUARIO,MARROM,UNICO,ÓCULOS ACETATO,OCULOS  C5 MSA MAIS ACESSORIOS ACE FEM M,9683710001,1,1,both,0,0
1396,BELEZA,OTHER,OTHER,PERFUME,COLONIA DESODORANTE MASCULINA LUCCO  25,8686770000,9,8,both,-1,1
1397,VESTUARIO,VERMELHO,P,KIT CALCINHA,CALCINHA CJ  ELLA VERMELHO E PRETO  LISO,9339240004,2,2,both,0,0
1398,VESTUARIO,JEANS,52,TOP PLUS,BLUSA MANGA CURTA JEANS PS PRD INK MANGA,9422240001,2,0,left_only,-2,2
1399,ELETRO-ELETRONICOS,OTHER,OTHER,TABLET 3G ANDROID,TABLET MULTILASER M7 3G 32GB TELA 7 POL,9372200000,1,1,both,0,0
1400,VESTUARIO,CINZA,GG,SHORT DOLL,SHORT DOLL MANGA CURTA JV CN SLO ELLA GO,9667060002,1,1,both,0,0
1401,VESTUARIO,JEANS,40,CALÇA JEANS,CALCA JEANS CRN MSA INK FIVE POCKETS USE,9384170003,3,0,left_only,-3,3
1402,VESTUARIO,BRANCO,38,BOTTOM CURTO SARJA,SHORT   INK LISO 07FE00650 BRANCO 38 BRA,9585490003,2,1,both,-1,1
1403,VESTUARIO,CHOCOLATE,P,KIT CALCINHA,CALC TG BAS KIT 2X1 CHOCO BCO LIV C7 P C,8516960001,1,0,left_only,-1,1
1404,VESTUARIO,VERDE,8,CALÇA,CALCA C8 EVT PAIS SLO INFO INK COM BOLSO,9275440003,3,1,both,-2,2
1405,VESTUARIO,ROXO,P,KIT CALCINHA,CALCINHA CJ PRD ELLA LISO ROXO P ROXO ME,9456140004,1,0,left_only,-1,1
1406,VESTUARIO,JEANS,38,CALÇA JEANS,CALCA JEANS  BIO MARCA DE TERCEIROS Skin,9697830001,1,0,left_only,-1,1
1407,VESTUARIO,AZUL,GG,CALCINHA / BOTTOM,3 CALCINHAS APP TRS  REF 51509 K233 ETAM,8566590003,1,1,both,0,0
1408,BELEZA,OTHER,OTHER,BARRA,SABONETE HIDRATANTE EM BARRA JEQUITI SEN,9690940000,3,3,both,0,0
1409,VESTUARIO,JEANS,6,INTEIRO,VESTIDO SEM MANGA EVT JEANS C8 SLO INK V,9633540001,3,3,both,0,0
1410,VESTUARIO,JEANS,38,CALÇA JEANS,CALCA JEANS CRN MSA INK USED TANK ESPERI,9412380002,1,0,left_only,-1,1
1411,VESTUARIO,VERDE,G,SOUTIEN / TOP,SOUTIEN TOP FAIXA TRS S  BOJO REF CE3978,9624630001,2,2,both,0,0
1412,VESTUARIO,JEANS,44,INTEIRO,MACACAO SEM MANGA JEANS CRN PRD INK RASG,9480830001,1,0,left_only,-1,1
1413,VESTUARIO,AZUL,GG,CALCINHA / BOTTOM,3 CALCINHAS APP TRS MFB LISTRAS MARINHO,8297010004,3,1,both,-2,2
1414,VESTUARIO,JEANS,46,BOTTOM CURTO JEANS,SHORT JEANS JV MSA INK BARRA CHUVEIRINHO,9167490007,1,0,left_only,-1,1
1415,VESTUARIO,ROSA,46,BOTTOM CURTO SARJA,BERMUDA SARJA CRN SLO INK ABERTURA BARRA,9384260003,4,2,both,-2,2
1416,VESTUARIO,JEANS,40,CALÇA JEANS,CALCA CM MSA INK SLIM LAVAGEM COM USED B,9440770003,1,1,both,0,0
1417,VESTUARIO,ROSA,P,SHORT DOLL,SHORT DOLL MANGA CURTA JV CN SLO ELLA ES,9438660004,2,2,both,0,0
1418,VESTUARIO,JEANS,36,BOTTOM CURTO JEANS,BERMUDA JEANS CRN MSA INK USED BARRA FEI,9573060001,1,1,both,0,0
1419,VESTUARIO,ROSA,M,SHORT DOLL,SHORT DOLL MANGA CURTA CR SLO ELLA ESTAM,9581390001,9,9,both,0,0
1420,VESTUARIO,PRETO,4,BERMUDA,BERMUDA C8 PRD INFO STONE   460 PRETO 4,9405710001,2,1,both,-1,1
1421,VESTUARIO,VINHO,M,KIT CALCINHA,CALCINHA CJ SLO ELLA RENDA LISO VINHO M,9628240003,1,1,both,0,0
1422,VESTUARIO,PRETO,GG,KIT CALCINHA,CALC TG BAS KIT 2X1  PTO CHOCO LIV C7 GG,8516950004,5,3,both,-2,2
1423,VESTUARIO,MARROM,UNICO,ÓCULOS ACETATO,OCULOS  C5 MSA MAIS ACESSORIOS UNI ACE M,9682840001,1,1,both,0,0
1424,VESTUARIO,JEANS,46,CALÇA JEANS,CALCA JEANS CRN MSA INK USED TANK RASGOS,9479580006,1,0,left_only,-1,1
1425,VESTUARIO,JEANS,6,CALÇA,CALCA C8 PRD INFA INK STONE USED E RASGO,9483630002,3,0,left_only,-3,3
1426,VESTUARIO,ROXO,42,CALÇA JEANS,CALCA  CRN MSA INK BARRA NAVALHADA LISO,9479840003,2,0,left_only,-2,2
1427,VESTUARIO,JEANS,42,CALÇA JEANS,CALCA CM MSA EVT PAIS INK COM USED FILIG,9440430004,2,0,left_only,-2,2
1428,VESTUARIO,ROSA,G,CALCINHA / BOTTOM,BIQUINI CR SLO ELLA LISO ROSA G ROSA CLA,9671700003,2,0,left_only,-2,2
1429,BELEZA,OTHER,OTHER,KIT FEMININO,ESTOJO COLECAO ESTRELA FEMININO,8688530000,8,8,both,0,0
1430,VESTUARIO,PRETO,52,SOUTIEN / TOP,SOUTIEN TG P1 CANELADO PTO ERI C7 52 PRE,9320470004,1,0,left_only,-1,1
1431,BELEZA,OTHER,OTHER,PERFUME,PERFUME  WA JEQUITI DESODORANTE COLONIA,8823200000,3,2,both,-1,1
1432,VESTUARIO,CINZA,M,SHORT DOLL,SHORT DOLL MANGA CURTA JV CN SLO ELLA BU,9468540006,7,6,both,-1,1
1433,VESTUARIO,JEANS,34,CALÇA JEANS,CALCA JEANS CF PRD INK USED TANK DIRT RA,9479910007,1,0,left_only,-1,1
1434,VESTUARIO,JEANS,4,CALÇA,CALCA C8 SLO INFO INK RECORTE DO AVESSO,9406100001,1,0,left_only,-1,1
1435,VESTUARIO,VERMELHO,P,SHORT DOLL,SHORT DOLL SEM MANGA CJ ELLA LISO VERMEL,9673640004,1,1,both,0,0
1436,BELEZA,OTHER,OTHER,PERFUME,DESODORANTE COLONIA FEMININA GIO ANTONEL,9428720000,3,2,both,-1,1
1437,ELETRO-ELETRONICOS,OTHER,OTHER,KIT FEMININO DOURADO,RELOGIO MONDAINE FEM DOURADO KIT PULSEIR,9632310000,2,2,both,0,0
1438,VESTUARIO,VERDE,8,CALÇA,CALCA C8 INFO PRD INK CORDAO NO COS LISO,9470550003,1,0,left_only,-1,1
1439,VESTUARIO,JEANS,50,CALÇA JEANS,CALCA CM MSA EVT LCM INK LAVAGEM COM USE,9440440004,2,0,left_only,-2,2
1440,VESTUARIO,BRANCO,46,BOTTOM CURTO SARJA,BERMUDA SARJA CRN PRD INK LISO BRANCO 46,9676030005,2,0,left_only,-2,2
1441,VESTUARIO,BEGE,P,CALCINHA / BOTTOM,CALCINHA  SLO ELLA CHAMPAGNE LISO BEGE P,9637520004,4,2,both,-2,2
